rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start Date,Start_Date
170,spotify:track:5EgYDyMDCi8X0zDydTF7Rb,BTS,Heartbeat (BTS World Original Soundtrack),BIGHIT MUSIC,170,-1,1,1070,2021-02-01,2021-02-01
171,spotify:track:1pz24zu5H9A0S1a2NKT4F0,"ZICO, IU",SoulMate (feat. IU),SEVEN SEASONS,171,-1,1,1070,2021-02-01,2021-02-01
172,spotify:track:0EMD15EVNwDlgGH2CH6ZEL,NCT DREAM,Ridin',SM Entertainment,172,-1,1,1068,2021-02-01,2021-02-01
173,spotify:track:4vjpLMyL3ZO6aphdYr8XYw,"Lauv, Troye Sivan",i'm so tired...,Lauv,173,-1,1,1065,2021-02-01,2021-02-01
174,spotify:track:7iKDsPfLT0d5mu2htfMKBZ,BLACKPINK,Love To Hate Me,YG Entertainment/Interscope Records,174,-1,1,1056,2021-02-01,2021-02-01
175,spotify:track:5FOnZ5yGWaKk0bxHOigYQk,CHUNG HA,X,MNH ENTERTAINMENT,175,-1,1,1056,2021-02-01,2021-02-01
176,spotify:track:3NfgdU9mbIVhcJF3XvC0c9,OH MY GIRL,Dolphin,WM ENTERTAINMENT INC.,176,-1,1,1056,2021-02-01,2021-02-01
177,spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),Interscope,177,-1,1,1048,2021-02-01,2021-02-01
178,spotify:track:0ErzcmZ2gIwX7X0xSMQPix,"NCT, NCT U",BOSS,SM Entertainment,178,-1,1,1047,2021-02-01,2021-02-01
179,spotify:track:5dntGTbUtmUO239wQ0k3yM,KAI,Mmmh,SM Entertainment,179,-1,1,1046,2021-02-01,2021-02-01
180,spotify:track:41nIJJ34mcu0Xlju1CDKjn,BTS,Interlude : Shadow,BIGHIT MUSIC,180,-1,1,1045,2021-02-01,2021-02-01
181,spotify:track:4xTBGxSMgxcpJjMNnIKTl5,BTS,Stigma,BIGHIT MUSIC,181,-1,1,1044,2021-02-01,2021-02-01
182,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,If I Can't Have You,Island Records,182,-1,1,1044,2021-02-01,2021-02-01
183,spotify:track:6Mcw9SkDRCOF71bFO4cv0B,BTS,Butterfly,BIGHIT MUSIC,183,-1,1,1043,2021-02-01,2021-02-01
184,spotify:track:3o8QzWsiiqTUVgBZfHgF58,NCT 127,Cherry Bomb,SM Entertainment,184,-1,1,1031,2021-02-01,2021-02-01
185,spotify:track:2LowwiemmGMzzNSH1PJprK,"V, Jin",It′s Definitely You,KEYEAST,185,-1,1,1021,2021-02-01,2021-02-01
186,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),South Coast Music Group/Interscope Records,186,-1,1,1018,2021-02-01,2021-02-01
187,spotify:track:6woeVu3fVMflqen1t4N6pg,"Lil Nas X, RM, BTS",Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Columbia,187,-1,1,1014,2021-02-01,2021-02-01
188,spotify:track:3KUGAgxo3b81X5bWoOp0U8,Stray Kids,Back Door,Republic Records - Stray Kids,188,-1,1,1013,2021-02-01,2021-02-01
189,spotify:track:4c1WgUnHXq2LEncGHKgj1I,"BTS, Charli xcx",Dream Glow (BTS World Original Soundtrack) (Pt. 1),BIGHIT MUSIC,189,-1,1,1006,2021-02-01,2021-02-01
