main_artist,unique collaborators,streams
Sun-El Musician,Mlindo The Vocalist,4183.461538461538
Sun-El Musician,Msaki,24569.62162162162
Sun-El Musician,Simmy,10721.0
Sund,ColKaze,46686.545454545456
Surf Mesa,Emilee,22587.82051282051
Swae Lee,Drake,12415.0
Swedish House Mafia,The Weeknd,41189.675
Synth Peter,Katinka,15920.833333333334
Synth Peter,Loufi,15920.833333333334
Synth Peter,What The Faf,15920.833333333334
Synth Peter,Wortel Kombat,15920.833333333334
TAEYANG,Jimin,35385.0
TBO,Happy Jazzman,61503.0
TBO,Leenathi,61503.0
TBO,Marsey,61503.0
TBO,Soa Mattrix,61503.0
TDK Macassette,9umba,22414.0
TDK Macassette,Mdoovar,22414.0
THE ANXIETY,Tyler Cole,38573.25925925926
THE ANXIETY,WILLOW,38573.25925925926
THE SCOTTS,Kid Cudi,34458.170731707316
THE SCOTTS,Travis Scott,34458.170731707316
TNK,DJ Maphorisa,51554.333333333336
TNK,Ricky Lenyora,51554.333333333336
TNK,Vaal Nation,51554.333333333336
TNS,Mpumi,14956.272727272728
TOSS,Ceekay RSA,55766.0
TOSS,Felo Le Tee,76870.71428571429
TOSS,Nandipha808,55766.0
TOSS,Tyler ICU,52371.2
TOSS,Young Stunna,51522.5
Tate McRae,Khalid,27659.0
Taylor Swift,Bon Iver,29532.85714285714
Taylor Swift,Brendon Urie,16759.209677419356
Taylor Swift,Ed Sheeran,30633.0
Taylor Swift,HAIM,30584.0
Taylor Swift,Lana Del Rey,67982.0
Taylor Swift,Panic! At The Disco,16759.209677419356
Taylor Swift,Shawn Mendes,15200.285714285714
Taylor Swift,The Chicks,12582.0
Taylor Swift,The National,22412.0
Tee Jay,Basetsana,46145.333333333336
Tee Jay,Boohle,36060.86666666667
Tee Jay,Kid X,30073.0
Tee Jay,Le Sax,46145.333333333336
Tee Jay,Lucille Slade,46145.333333333336
Tee Jay,Makwa,46145.333333333336
Tee Jay,Moscow,46145.333333333336
Tee Jay,Mr JazziQ,36060.86666666667
Tee Jay,Rascoe Kaos,35686.625
Tee Jay,Sir Trill,36060.86666666667
Tee Jay,T,30073.0
Tee Jay,ThackzinDJ,35686.625
Tee Jay,Man SA,30073.0
Tekno,Lord Afrixana,11978.0
Tekno,Mr Eazi,11978.0
Tekno,Yemi Alade,11978.0
Tellaman,Nasty C,10828.291666666666
Tellaman,Shekhinah,10828.291666666666
Temple Boys Cpt,Sleeks,36047.0
Temple Boys Cpt,Young King The Vocalist,67159.26315789473
Tems,Brent Faiyaz,28428.0
Teyana Taylor,Iman.,12577.0
ThackzinDJ,Dlala Thukzin,53103.958333333336
ThackzinDJ,Moscow,53103.958333333336
ThackzinDJ,Mpura,53103.958333333336
ThackzinDJ,Nkosazana_Daughter,53103.958333333336
ThackzinDJ,Rascoe Kaos,53103.958333333336
ThackzinDJ,Sir Trill,53103.958333333336
ThackzinDJ,Tee Jay,53103.958333333336
The Chainsmokers,5 Seconds of Summer,15659.116666666667
The Chainsmokers,Bebe Rexha,21867.15
The Chainsmokers,Coldplay,11033.943262411347
The Chainsmokers,Daya,4942.076923076923
The Chainsmokers,Drew Love,5275.416666666667
The Chainsmokers,Emily Warren,6826.3125
The Chainsmokers,Halsey,7729.340425531915
The Chainsmokers,ILLENIUM,24081.4126984127
The Chainsmokers,Kelsea Ballerini,15613.301369863013
The Chainsmokers,Kygo,18901.333333333332
The Chainsmokers,Lennon Stella,24081.4126984127
The Chainsmokers,Ty Dolla $ign,8602.2
The Chainsmokers,Winona Oak,14194.12
The Chainsmokers,blow,8602.2
The Game,Kanye West,43166.333333333336
The Kid LAROI,Juice WRLD,18862.84
The Kid LAROI,Justin Bieber,82671.6170212766
The Kid LAROI,Miley Cyrus,31134.5
The Kid LAROI,Polo G,29737.4
The Kid LAROI,Stunna Gambino,29737.4
The Lowkeys,Shizo,20863.0
The Lowkeys,Swartspeare,20863.0
The Pogues,Kirsty MacColl,6651.0
The Weeknd,Ariana Grande,46437.933333333334
The Weeknd,Daft Punk,41326.7868852459
The Weeknd,Doja Cat,17254.0
The Weeknd,Future,67973.33333333333
The Weeknd,Gesaffelstein,27161.655172413793
The Weeknd,Kendrick Lamar,5057.076923076923
The Weeknd,Lil Wayne,56818.0
The Weeknd,Madonna,70306.33333333333
The Weeknd,Playboi Carti,70306.33333333333
The Weeknd,The Creator,46182.0
The Weeknd,Tyler,46182.0
TiMO ODV,J'Something,8306.0
Tion Wayne,ArrDee,46509.94117647059
Tion Wayne,Bugzy Malone,46509.94117647059
Tion Wayne,Buni,46509.94117647059
Tion Wayne,Darkoo,46509.94117647059
Tion Wayne,E1 (3x3),46509.94117647059
Tion Wayne,Fivio Foreign,46509.94117647059
Tion Wayne,Russ Millions,46509.94117647059
Tion Wayne,ZT (3x3),46509.94117647059
Tisto,Ava Max,50799.04347826087
Tisto,Dzeko,11477.047619047618
Tisto,Jonas Blue,10382.0
Tisto,KAROL G,26787.153846153848
Tisto,Post Malone,11477.047619047618
Tisto,Preme,11477.047619047618
Tisto,Rita Ora,10382.0
Tisto,Tate McRae,52605.52
Tiwa Savage,Mr Eazi,10684.0
Topic,A7S,36231.78947368421
Tory Lanez,Chris Brown,12299.90909090909
Tory Lanez,Gunna,4914.0
Tory Lanez,Quavo,10359.0
Tory Lanez,Snoop Dogg,10651.0
Tory Lanez,T,13506.0
Tory Lanez,Tyga,10359.0
Tory Lanez,Pain,13506.0
Travis Scott,HVME,34276.23809523809
Travis Scott,Kanye West,5087.833333333333
Travis Scott,Lil Baby,19424.571428571428
Travis Scott,Lil Uzi Vert,5087.833333333333
Travis Scott,M.I.A.,27028.714285714286
Travis Scott,ROSALA,19424.571428571428
Travis Scott,Skrillex,6121.0
Travis Scott,Young Thug,27028.714285714286
Trevor Daniel,Selena Gomez,16555.166666666668
Trippie Redd,Juice WRLD,18923.0
Trippie Redd,Lil Durk,25341.0
Trippie Redd,Lil Uzi Vert,22788.0
Trippie Redd,PARTYNEXTDOOR,12814.0
Trippie Redd,Playboi Carti,30970.63157894737
Trippie Redd,Polo G,25341.0
Trippie Redd,YNW Melly,11546.0
Troye Sivan,Ariana Grande,4890.571428571428
Tshego,King Monada,12342.0
Tumisho,DJ Manzo Sa,36345.90909090909
Ty Dolla $ign,21 Savage,3497.0
Ty Dolla $ign,FKA twigs,16605.666666666668
Ty Dolla $ign,Gucci Mane,2825.75
Ty Dolla $ign,J. Cole,8531.5
Ty Dolla $ign,Jhen Aiko,19004.0
Ty Dolla $ign,Kanye West,16605.666666666668
Ty Dolla $ign,Mustard,19004.0
Ty Dolla $ign,Post Malone,20348.23076923077
Ty Dolla $ign,Quavo,2825.75
Ty Dolla $ign,Skrillex,16605.666666666668
Tyga,Chris Brown,9767.0
Tyga,Doja Cat,31075.8
Tyga,G,7302.0
Tyga,J Balvin,9767.0
Tyga,Jhen Aiko,35572.5
Tyga,Nicki Minaj,5960.75
Tyga,Offset,12448.152777777777
Tyga,Pop Smoke,35572.5
Tyga,Rich The Kid,7302.0
Tyga,Santana,9719.0
Tyga,YG,9719.0
Tyga,Eazy,7302.0
Tyla,Kooldrink,27446.29411764706
Tyla Yaweh,Post Malone,17258.0
Tyler,42 Dugg,40080.0
Tyler,Brent Faiyaz,30079.5
Tyler,DAISY WORLD,23572.0
Tyler,DJ Drama,36498.0
Tyler,Domo Genesis,26907.0
Tyler,Fana Hues,30079.5
Tyler,Kali Uchis,72633.22222222222
Tyler,Lil Uzi Vert,36801.0
Tyler,Lil Wayne,39305.0
Tyler,Pharrell Williams,36801.0
Tyler,Teezo Touchdown,34439.0
Tyler,The Creator,29877.492753623188
Tyler,Ty Dolla $ign,34703.75
Tyler,YoungBoy Never Broke Again,34703.75
Tyler ICU,Ceeka RSA,597953.2857142857
Tyler ICU,Chley Nkosi,37079.666666666664
Tyler ICU,DJ Maphorisa,110778.5
Tyler ICU,Freddy K,37079.666666666664
Tyler ICU,Kabza De Small,31470.976744186046
Tyler ICU,Khanyisa,213020.88235294117
Tyler ICU,Nandipha808,597953.2857142857
Tyler ICU,Nicole Elocin,30509.878787878788
Tyler ICU,Nkosazana Daughter,35605.625
Tyler ICU,Sir Trill,30790.5
Tyler ICU,TOSS,37079.666666666664
Tyler ICU,Tumelo_za,325292.8333333333
Tyler ICU,Tyrondee,325292.8333333333
Tyler ICU,Young Stunna,30790.5
UNLIMITED SOUL,DBN Gogo,37959.454545454544
Uncle Vinny,Kailey Botman,34859.0
Uncle Vinny,Yumbs,34859.0
Uncle Waffles,BoiBizza,78580.425
Uncle Waffles,Chley,200521.0
Uncle Waffles,Dinky Kunene,30130.0
Uncle Waffles,EeQue,200521.0
Uncle Waffles,Justin99,200521.0
Uncle Waffles,Nvcho,30130.0
Uncle Waffles,Pcee,200521.0
Uncle Waffles,Sino Msolo,81130.44736842105
Uncle Waffles,Tony Duardo,104881.33333333333
Uncle Waffles,Yedda,30130.0
Venom,Blxckie,62671.7
Venom,Raspy,62671.7
Venom,Riky Rick,62671.7
Venom,Shishiliza,62671.7
Venom,Tshego,62671.7
Venom,Yumbs,62671.7
Vetkuk,DJ Tira,29859.0
Vetkuk,Dladla Mshunqisi,29859.0
Vetkuk,Dr Lamondro,29859.0
Vetkuk,Fakelove,24272.875
Vetkuk,Kevi Kev,24272.875
Vetkuk,Lady Du,24272.875
Vetkuk,Mahoota,24893.555555555555
Vetkuk,Mellow & Sleazy,24272.875
Vetkuk,Mpura,24272.875
Vetkuk,Mr. JazziQ,24272.875
Vetkuk,NtoMusica,29859.0
Vetkuk,Taribo West,29859.0
Victony,Don Toliver,46128.166666666664
Victony,Rema,46128.166666666664
Victony,Tempoe,40731.1
Vigiland,Alexander Tidebrink,3166.0
Vigro Deep,Focalistic,22502.6
Vigro Deep,Kamo Mphela,32376.5
Vigro Deep,Lady Du,29943.0
Vigro Deep,M.J,42514.0
Vigro Deep,Mhawkeys,13607.0
Vigro Deep,Murumba Pitch,29943.0
Vigro Deep,Rams The Violinist,32376.5
Vigro Deep,Sdala The Vocalist,14763.333333333334
Vigro Deep,Sha Sha,45424.0
Villosoul,Acutedose,42429.5
Villosoul,Focalistic,42429.5
Villosoul,Khanyisa,42429.5
Vusi Nova,Dumi Mkokstad,14939.0
Vusi Nova,Jessica Mbangeni,6886.666666666667
Vusinator,Killa,11713.0
Vusinator,Soso,11713.0
WATTS,Khalid,17948.0
WILLOW,Travis Barker,25763.0
Wale,J. Cole,4473.0
Wale,Jeremih,11178.166666666666
Wallows,Clairo,13734.0
Wanitwa Mos,Basetsana,76560.94545454545
Wanitwa Mos,Lowsheen,90340.48780487805
Wanitwa Mos,Master KG,79668.66355140187
Wanitwa Mos,Nkosazana Daughter,79543.59047619048
Wanitwa Mos,Obeey Amor,76560.94545454545
Wanitwa Mos,Seemah,86235.0
Wanitwa Mos,Sir Trill,55430.454545454544
Why Don't We,Macklemore,8654.857142857143
William Last KRM,Takunda,30406.0
Wiz Khalifa,Lil Skies,3749.5
Wiz Khalifa,Swae Lee,4673.777777777777
WizKid,Burna Boy,22769.0
WizKid,Damian Marley,16097.0
WizKid,Justin Bieber,31117.615384615383
WizKid,Skepta,16909.0
WizKid,Tems,25108.74074074074
Wizkid,Ayra Starr,39857.0
XXXTENTACION,Andrez Babii,3015.5
XXXTENTACION,Joey Bada$$,2754.0
XXXTENTACION,Judah,3015.5
XXXTENTACION,Kanye West,11376.0
XXXTENTACION,Lil Pump,14865.0
XXXTENTACION,Maluma,14865.0
XXXTENTACION,Matt Ox,2598.0
XXXTENTACION,PnB Rock,12071.0
XXXTENTACION,Rio Santana,3015.5
XXXTENTACION,Swae Lee,14865.0
XXXTENTACION,Travis Barker,6708.5
XXXTENTACION,Trippie Redd,5513.1
Y2K,bbno$,19085.528301886792
YG,2 Chainz,5297.615384615385
YG,Big Sean,5297.615384615385
YG,Jon Z,13744.533333333333
YG,Nicki Minaj,5297.615384615385
YG,Tyga,13744.533333333333
YNW Melly,9lokknine,13587.083333333334
YNW Melly,Juice WRLD,14555.0
YNW Melly,Kanye West,8501.125
YUNGBLUD,Halsey,10434.25
YUNGBLUD,Travis Barker,10434.25
Yanga Chief,25K,26326.0
Yanga Chief,Blxckie,26326.0
Yanga Chief,Boity,14019.0
Yanga Chief,Dee Koala,14019.0
Yanga Chief,Riky Rick,14019.0
Young Stoner Life,Drake,33787.57894736842
Young Stoner Life,Gunna,30282.70588235294
Young Stoner Life,Lil Baby,19176.0
Young Stoner Life,Lil Duke,19487.0
Young Stoner Life,Lil Uzi Vert,21806.0
Young Stoner Life,Rowdy Rebel,24487.0
Young Stoner Life,Travis Scott,39815.0
Young Stoner Life,YTB Trench,19176.0
Young Stoner Life,Yak Gotti,19487.0
Young Stoner Life,Young Thug,29886.25
Young Stoner Life,Yung Kayo,21806.0
Young Stunna,Big Zulu,65469.86666666667
Young Stunna,Black Motion,26063.0
Young Stunna,DJ Maphorisa,74933.3956043956
Young Stunna,Daliwonga,30145.0
Young Stunna,Kabza De Small,72482.17708333333
Young Stunna,Madumane,31697.5
Young Stunna,Mellow,30145.0
Young Stunna,Nkulee501,28176.636363636364
Young Stunna,Skroef 28,28176.636363636364
Young Stunna,Sleazy,30145.0
Young Stunna,Visca,26175.0
Young T & Bugsey,Headie One,13124.42857142857
Young Thug,A$AP Rocky,28410.333333333332
Young Thug,Bslime,23119.0
Young Thug,Drake,33823.75
Young Thug,Future,16271.5
Young Thug,Gunna,15904.176470588236
Young Thug,J. Cole,19631.431034482757
Young Thug,Jaden,6082.0
Young Thug,Juice WRLD,25053.0
Young Thug,Lil Baby,9293.777777777777
Young Thug,Post Malone,28410.333333333332
Young Thug,Strick,25646.0
Young Thug,T,35538.0
Young Thug,Travis Scott,19387.2125
Young Thug,Young Stoner Life,4352.0
Young Thug,Shyne,35538.0
Yumbs,Justin99,53890.0
Yumbs,Pcee,53890.0
Yumbs,Uncle Vinny,53890.0
ZAYN,Sia,4096.142857142857
ZAYN,Taylor Swift,6164.0
ZAYN,Timbaland,4112.0
ZAYN,Zhavia,8573.25
Zac Efron,Zendaya,6359.0
Zakes Bantwini,Kasango,65547.47222222222
Zandimaz,Ceejay,19176.0
Zandimaz,Chuchu,19176.0
Zandimaz,Michel'le,19176.0
Zandimaz,Nokwazi,25703.44
Zara Larsson,MNEK,7234.2
Zedd,Alessia Cara,5440.888888888889
Zedd,Elley Duh,10974.64705882353
Zedd,Grey,11920.81679389313
Zedd,Katy Perry,10022.6
Zedd,Kehlani,17426.777777777777
Zedd,Maren Morris,11920.81679389313
Zoocci Coke Dope,Blxckie,37855.0
Zoocci Coke Dope,Lady Zamar,26977.0
Zoocci Coke Dope,Mars Baby,26977.0
Zoocci Coke Dope,Nasty C,37855.0
Zuko SA,Nwabisa,27122.666666666668
Zuko SA,G,27122.666666666668
ajof.,DIRTY COMPUTR.,306956.0
ajof.,K.U.B.,306956.0
benny blanco,BTS,37788.0
benny blanco,Brendon Urie,7181.333333333333
benny blanco,Calvin Harris,7631.0
benny blanco,Halsey,27058.34
benny blanco,J Balvin,15491.733333333334
benny blanco,Jesse,6514.0
benny blanco,Juice WRLD,8318.23076923077
benny blanco,Khalid,27058.34
benny blanco,Marshmello,23713.333333333332
benny blanco,Miguel,6388.0
benny blanco,Selena Gomez,15491.733333333334
benny blanco,Snoop Dogg,37788.0
benny blanco,Swae Lee,6514.0
benny blanco,Tainy,15491.733333333334
benny blanco,Vance Joy,23713.333333333332
dvsn,Buju Banton,15642.0
dvsn,Future,12067.0
dvsn,Jessie Reyez,12520.0
dvsn,PARTYNEXTDOOR,14778.0
dvsn,Snoh Aalegra,14517.5
dvsn,Ty Dolla $ign,15642.0
j-hope,J. Cole,58042.333333333336
pewdiepie,Party in Backyard,5829.0
uLazi,Infinity MusiQ,114039.09090909091
uLazi,Thabza Tee,26596.0
