,,trackAppearanceCount,trackAppearanceCount,trackAppearanceCount,trackAppearanceCount,artistAppearanceCount,artistAppearanceCount,artistAppearanceCount,artistAppearanceCount,rank,rank,rank,rank,uri,uri,uri,uri,artist_names,artist_names,artist_names,artist_names,source,source,source,source,peak_rank,peak_rank,peak_rank,peak_rank,previous_rank,previous_rank,previous_rank,previous_rank,weeks_on_chart,weeks_on_chart,weeks_on_chart,weeks_on_chart,streams,streams,streams,streams,End Date,End Date,End Date,End Date,Week,Week,Week,Week,Year,Year,Year,Year,End Date Dt,End Date Dt,End Date Dt,End Date Dt,Seconds since Epoch,Seconds since Epoch,Seconds since Epoch,Seconds since Epoch,End Date Aggregated,End Date Aggregated,End Date Aggregated,End Date Aggregated,ArtistCount,ArtistCount,ArtistCount,ArtistCount,isTopTen,isTopTen,isTopTen,isTopTen,Artist and Track,Artist and Track,Artist and Track,Artist and Track,rank difference,rank difference,rank difference,rank difference,Position over Time,Position over Time,Position over Time,Position over Time,IsGirlGroup,IsGirlGroup,IsGirlGroup,IsGirlGroup,IsBoyGroup,IsBoyGroup,IsBoyGroup,IsBoyGroup
,,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique
main_artist,track_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer Walker,Deeper,0,0,1,1,102,102,1,1,107,107,1,1,spotify:track:7uwpgQQufpSsFIhhGJDHQF,spotify:track:7uwpgQQufpSsFIhhGJDHQF,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,107,107,1,1,-1,-1,1,1,1,1,1,1,17754,17754,1,1,2020-07-16,2020-07-16,1,1,29,29,1,1,2020,2020,1,1,2020-07-16,2020-07-16,1,1,1594857600.0,1594857600.0,1,1,2020-07-01,2020-07-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Deeper,Summer Walker; Deeper,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Drunk Dialing...LODT,0,0,1,1,39,39,1,1,141,141,1,1,spotify:track:0pzWCDSuVRX7m95EFOxVa0,spotify:track:0pzWCDSuVRX7m95EFOxVa0,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,141,141,1,1,-1,-1,1,1,1,1,1,1,11517,11517,1,1,2019-10-10,2019-10-10,1,1,41,41,1,1,2019,2019,1,1,2019-10-10,2019-10-10,1,1,1570665600.0,1570665600.0,1,1,2019-10-01,2019-10-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Drunk Dialing...LODT,Summer Walker; Drunk Dialing...LODT,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Ex For A Reason (with JT from City Girls),0,0,1,1,147,147,1,1,36,36,1,1,spotify:track:1De7cOMrdUnVpjWBaowMg4,spotify:track:1De7cOMrdUnVpjWBaowMg4,1,1,"Summer Walker, JT, City Girls","Summer Walker, JT, City Girls",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,36,36,1,1,-1,-1,1,1,1,1,1,1,55161,55161,1,1,2021-11-11,2021-11-11,1,1,45,45,1,1,2021,2021,1,1,2021-11-11,2021-11-11,1,1,1636588800.0,1636588800.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,"Summer Walker, JT, City Girls; Ex For A Reason (with JT from City Girls)","Summer Walker, JT, City Girls; Ex For A Reason (with JT from City Girls)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Fun Girl,0,0,1,1,43,43,1,1,190,190,1,1,spotify:track:78mXeWyY9ZEqOCkTl3nGfI,spotify:track:78mXeWyY9ZEqOCkTl3nGfI,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,190,190,1,1,-1,-1,1,1,1,1,1,1,9594,9594,1,1,2019-10-10,2019-10-10,1,1,41,41,1,1,2019,2019,1,1,2019-10-10,2019-10-10,1,1,1570665600.0,1570665600.0,1,1,2019-10-01,2019-10-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Fun Girl,Summer Walker; Fun Girl,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Girls Need Love (with Drake) - Remix,0,206,207,207,0,477,207,207,43,200,207,93,spotify:track:0mfCH4nfpshBQR9ueZP5eP,spotify:track:14SaZBTjxlorHJQxXh01Hu,207,2,"Summer Walker, Drake","Summer Walker, Drake",207,1,LVRN/Interscope Records,LVRN/Interscope Records,207,1,43,43,207,1,-1,200,207,92,1,207,207,207,7358,77073,207,206,2019-03-07,2024-04-18,207,207,1,51,207,51,2019,2024,207,6,2019-03-07,2024-04-18,207,207,1551916800.0,1713398400.0,207,207,2019-03-01,2024-04-01,207,55,1,1,207,1,0,0,207,1,"Summer Walker, Drake; Girls Need Love (with Drake) - Remix","Summer Walker, Drake; Girls Need Love (with Drake) - Remix",207,1,-121,73,207,67,0,100,207,4,False,False,207,1,False,False,207,1
Summer Walker,Hardlife,0,0,1,1,326,326,1,1,120,120,1,1,spotify:track:3yPFUHziBrM1ab7oeiPhWH,spotify:track:3yPFUHziBrM1ab7oeiPhWH,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,120,120,1,1,-1,-1,1,1,1,1,1,1,54005,54005,1,1,2023-05-25,2023-05-25,1,1,21,21,1,1,2023,2023,1,1,2023-05-25,2023-05-25,1,1,1684972800.0,1684972800.0,1,1,2023-05-01,2023-05-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Hardlife,Summer Walker; Hardlife,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,How Does It Feel,0,0,1,1,330,330,1,1,190,190,1,1,spotify:track:1LADKWKeq6I21w6j9wDSad,spotify:track:1LADKWKeq6I21w6j9wDSad,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,190,190,1,1,-1,-1,1,1,1,1,1,1,43587,43587,1,1,2023-05-25,2023-05-25,1,1,21,21,1,1,2023,2023,1,1,2023-05-25,2023-05-25,1,1,1684972800.0,1684972800.0,1,1,2023-05-01,2023-05-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; How Does It Feel,Summer Walker; How Does It Feel,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,I'll Kill You (feat. Jhen Aiko),0,0,1,1,36,36,1,1,129,129,1,1,spotify:track:7EkiMl81fUHVwpItgtzI4r,spotify:track:7EkiMl81fUHVwpItgtzI4r,1,1,"Summer Walker, Jhen Aiko","Summer Walker, Jhen Aiko",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,129,129,1,1,-1,-1,1,1,1,1,1,1,12247,12247,1,1,2019-10-10,2019-10-10,1,1,41,41,1,1,2019,2019,1,1,2019-10-10,2019-10-10,1,1,1570665600.0,1570665600.0,1,1,2019-10-01,2019-10-01,1,1,2,2,1,1,0,0,1,1,"Summer Walker, Jhen Aiko; I'll Kill You (feat. Jhen Aiko)","Summer Walker, Jhen Aiko; I'll Kill You (feat. Jhen Aiko)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Insane,0,0,1,1,152,152,1,1,52,52,1,1,spotify:track:3pcxxaUxAMSfz2zgetHydD,spotify:track:3pcxxaUxAMSfz2zgetHydD,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,52,52,1,1,-1,-1,1,1,1,1,1,1,48554,48554,1,1,2021-11-11,2021-11-11,1,1,45,45,1,1,2021,2021,1,1,2021-11-11,2021-11-11,1,1,1636588800.0,1636588800.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Insane,Summer Walker; Insane,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Just Might (with PARTYNEXTDOOR),0,0,1,1,37,37,1,1,139,139,1,1,spotify:track:43IMaycr34ZR5kS8mlL5hH,spotify:track:43IMaycr34ZR5kS8mlL5hH,1,1,"Summer Walker, PARTYNEXTDOOR","Summer Walker, PARTYNEXTDOOR",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,139,139,1,1,-1,-1,1,1,1,1,1,1,11597,11597,1,1,2019-10-10,2019-10-10,1,1,41,41,1,1,2019,2019,1,1,2019-10-10,2019-10-10,1,1,1570665600.0,1570665600.0,1,1,2019-10-01,2019-10-01,1,1,1,1,1,1,0,0,1,1,"Summer Walker, PARTYNEXTDOOR; Just Might (with PARTYNEXTDOOR)","Summer Walker, PARTYNEXTDOOR; Just Might (with PARTYNEXTDOOR)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Karma,0,16,17,17,198,260,17,17,57,181,17,16,spotify:track:2Fyjjpg03fn7n5cj0Qm380,spotify:track:2Fyjjpg03fn7n5cj0Qm380,17,1,Summer Walker,Summer Walker,17,1,LVRN/Interscope Records,LVRN/Interscope Records,17,1,57,85,17,2,-1,181,17,16,1,17,17,17,32611,49993,17,17,2022-08-04,2022-11-24,17,17,31,47,17,17,2022,2022,17,1,2022-08-04,2022-11-24,17,17,1659571200.0,1669248000.0,17,17,2022-08-01,2022-11-01,17,4,1,1,17,1,0,0,17,1,Summer Walker; Karma,Summer Walker; Karma,17,1,-46,39,17,16,0,100,17,3,False,False,17,1,False,False,17,1
Summer Walker,Let It Go,0,0,1,1,99,99,1,1,68,68,1,1,spotify:track:6qwLieyhZ2vhn3xuIOrw32,spotify:track:6qwLieyhZ2vhn3xuIOrw32,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,68,68,1,1,-1,-1,1,1,1,1,1,1,23124,23124,1,1,2020-07-16,2020-07-16,1,1,29,29,1,1,2020,2020,1,1,2020-07-16,2020-07-16,1,1,1594857600.0,1594857600.0,1,1,2020-07-01,2020-07-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Let It Go,Summer Walker; Let It Go,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Like It (with 6LACK),0,0,1,1,42,42,1,1,183,183,1,1,spotify:track:4CNzuSQoL5jgCxzYmuMvcz,spotify:track:4CNzuSQoL5jgCxzYmuMvcz,1,1,"Summer Walker, 6LACK","Summer Walker, 6LACK",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,183,183,1,1,-1,-1,1,1,1,1,1,1,9820,9820,1,1,2019-10-10,2019-10-10,1,1,41,41,1,1,2019,2019,1,1,2019-10-10,2019-10-10,1,1,1570665600.0,1570665600.0,1,1,2019-10-01,2019-10-01,1,1,1,1,1,1,0,0,1,1,"Summer Walker, 6LACK; Like It (with 6LACK)","Summer Walker, 6LACK; Like It (with 6LACK)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,My Affection (with PARTYNEXTDOOR),0,0,1,1,98,98,1,1,53,53,1,1,spotify:track:2aSM4sbNN7cSmpYOG0sf46,spotify:track:2aSM4sbNN7cSmpYOG0sf46,1,1,"Summer Walker, PARTYNEXTDOOR","Summer Walker, PARTYNEXTDOOR",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,53,53,1,1,-1,-1,1,1,1,1,1,1,28217,28217,1,1,2020-07-16,2020-07-16,1,1,29,29,1,1,2020,2020,1,1,2020-07-16,2020-07-16,1,1,1594857600.0,1594857600.0,1,1,2020-07-01,2020-07-01,1,1,1,1,1,1,0,0,1,1,"Summer Walker, PARTYNEXTDOOR; My Affection (with PARTYNEXTDOOR)","Summer Walker, PARTYNEXTDOOR; My Affection (with PARTYNEXTDOOR)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,New Type (feat. Childish Gambino),0,0,1,1,329,329,1,1,174,174,1,1,spotify:track:35PofXWEoF8DnGTA1SIuyJ,spotify:track:35PofXWEoF8DnGTA1SIuyJ,1,1,"Summer Walker, Childish Gambino","Summer Walker, Childish Gambino",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,174,174,1,1,-1,-1,1,1,1,1,1,1,46343,46343,1,1,2023-05-25,2023-05-25,1,1,21,21,1,1,2023,2023,1,1,2023-05-25,2023-05-25,1,1,1684972800.0,1684972800.0,1,1,2023-05-01,2023-05-01,1,1,2,2,1,1,0,0,1,1,"Summer Walker, Childish Gambino; New Type (feat. Childish Gambino)","Summer Walker, Childish Gambino; New Type (feat. Childish Gambino)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,No Love (with SZA),0,11,12,12,145,178,12,12,21,194,12,11,spotify:track:08SB2OtZkaliju77WYEKxk,spotify:track:08SB2OtZkaliju77WYEKxk,12,1,"Summer Walker, SZA","Summer Walker, SZA",12,1,LVRN/Interscope Records,LVRN/Interscope Records,12,1,21,21,12,1,-1,180,12,10,1,12,12,12,24297,78586,12,12,2021-11-11,2022-02-10,12,12,1,50,12,12,2021,2022,12,2,2021-11-11,2022-02-10,12,12,1636588800.0,1644451200.0,12,12,2021-11-01,2022-02-01,12,4,1,1,12,1,0,0,12,1,"Summer Walker, SZA; No Love (with SZA)","Summer Walker, SZA; No Love (with SZA)",12,1,-40,55,12,11,0,100,12,4,False,False,12,1,False,False,12,1
Summer Walker,Over It,0,0,1,1,40,40,1,1,147,147,1,1,spotify:track:0csmcZqM3uTKfjxehw0Lw2,spotify:track:0csmcZqM3uTKfjxehw0Lw2,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,147,147,1,1,-1,-1,1,1,1,1,1,1,11114,11114,1,1,2019-10-10,2019-10-10,1,1,41,41,1,1,2019,2019,1,1,2019-10-10,2019-10-10,1,1,1570665600.0,1570665600.0,1,1,2019-10-01,2019-10-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Over It,Summer Walker; Over It,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Playing Games,0,5,6,6,25,52,6,6,107,195,6,6,spotify:track:0W45ni3uikr9z0vPjlBIDw,spotify:track:4hWgC5BV5M7EtTleKVXNxw,6,2,Summer Walker,Summer Walker,6,1,LVRN/Interscope Records,LVRN/Interscope Records,6,1,107,195,6,4,-1,195,6,5,1,6,6,6,8884,13912,6,6,2019-09-12,2019-10-24,6,6,37,43,6,6,2019,2019,6,1,2019-09-12,2019-10-24,6,6,1568246400.0,1571875200.0,6,6,2019-09-01,2019-10-01,6,2,1,1,6,1,0,0,6,1,Summer Walker; Playing Games,Summer Walker; Playing Games,6,1,-62,51,6,6,0,100,6,3,False,False,6,1,False,False,6,1
Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,0,101,102,102,31,492,102,102,37,198,102,69,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,102,1,"Summer Walker, Bryson Tiller","Summer Walker, Bryson Tiller",102,1,LVRN/Interscope Records,LVRN/Interscope Records,102,1,37,37,102,1,-1,198,102,65,1,102,102,102,10750,87768,102,102,2019-10-10,2024-06-13,102,102,1,49,102,49,2019,2024,102,6,2019-10-10,2024-06-13,102,102,1570665600.0,1718236800.0,102,102,2019-10-01,2024-06-01,102,29,1,1,102,1,0,0,102,1,"Summer Walker, Bryson Tiller; Playing Games (with Bryson Tiller) - Extended Version","Summer Walker, Bryson Tiller; Playing Games (with Bryson Tiller) - Extended Version",102,1,-49,61,102,55,0,100,102,4,False,False,102,1,False,False,102,1
Summer Walker,Potential,0,0,1,1,41,41,1,1,169,169,1,1,spotify:track:4YNrBVo8fv6qiTNwHLVDai,spotify:track:4YNrBVo8fv6qiTNwHLVDai,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,169,169,1,1,-1,-1,1,1,1,1,1,1,10315,10315,1,1,2019-10-10,2019-10-10,1,1,41,41,1,1,2019,2019,1,1,2019-10-10,2019-10-10,1,1,1570665600.0,1570665600.0,1,1,2019-10-01,2019-10-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Potential,Summer Walker; Potential,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Reciprocate,0,0,1,1,148,148,1,1,38,38,1,1,spotify:track:5xGqh5mjKgOhp9TOlFeCcJ,spotify:track:5xGqh5mjKgOhp9TOlFeCcJ,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,38,38,1,1,-1,-1,1,1,1,1,1,1,54849,54849,1,1,2021-11-11,2021-11-11,1,1,45,45,1,1,2021,2021,1,1,2021-11-11,2021-11-11,1,1,1636588800.0,1636588800.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Reciprocate,Summer Walker; Reciprocate,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,SWV (with NO1-NOAH),0,0,1,1,100,100,1,1,90,90,1,1,spotify:track:4ii5S0UcGpdAANl098llgB,spotify:track:4ii5S0UcGpdAANl098llgB,1,1,"Summer Walker, NO1-NOAH","Summer Walker, NO1-NOAH",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,90,90,1,1,-1,-1,1,1,1,1,1,1,19354,19354,1,1,2020-07-16,2020-07-16,1,1,29,29,1,1,2020,2020,1,1,2020-07-16,2020-07-16,1,1,1594857600.0,1594857600.0,1,1,2020-07-01,2020-07-01,1,1,1,1,1,1,0,0,1,1,"Summer Walker, NO1-NOAH; SWV (with NO1-NOAH)","Summer Walker, NO1-NOAH; SWV (with NO1-NOAH)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Screwin (with Omarion),0,0,1,1,163,163,1,1,115,115,1,1,spotify:track:3QR92iEfcnqgVFsOr2pCGz,spotify:track:3QR92iEfcnqgVFsOr2pCGz,1,1,"Summer Walker, Omarion","Summer Walker, Omarion",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,115,115,1,1,-1,-1,1,1,1,1,1,1,31328,31328,1,1,2021-11-11,2021-11-11,1,1,45,45,1,1,2021,2021,1,1,2021-11-11,2021-11-11,1,1,1636588800.0,1636588800.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,"Summer Walker, Omarion; Screwin (with Omarion)","Summer Walker, Omarion; Screwin (with Omarion)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Session 32,0,80,81,81,204,493,81,81,87,196,81,51,spotify:track:2ktg2oZDyFAX3iY1QNkXl5,spotify:track:2ktg2oZDyFAX3iY1QNkXl5,81,1,Summer Walker,Summer Walker,81,1,LVRN Records,LVRN Records,81,1,87,196,81,6,-1,196,81,51,1,81,81,81,28249,96712,81,81,2022-08-11,2024-06-20,81,81,2,48,81,47,2022,2024,81,3,2022-08-11,2024-06-20,81,81,1660176000.0,1718841600.0,81,81,2022-08-01,2024-06-01,81,22,1,1,81,1,0,0,81,1,Summer Walker; Session 32,Summer Walker; Session 32,81,1,-64,47,81,50,0,100,81,4,False,False,81,1,False,False,81,1
Summer Walker,Session 33,0,0,1,1,159,159,1,1,86,86,1,1,spotify:track:1k7Sn04nBNcLKbSwORsFgJ,spotify:track:1k7Sn04nBNcLKbSwORsFgJ,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,86,86,1,1,-1,-1,1,1,1,1,1,1,37228,37228,1,1,2021-11-11,2021-11-11,1,1,45,45,1,1,2021,2021,1,1,2021-11-11,2021-11-11,1,1,1636588800.0,1636588800.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Session 33,Summer Walker; Session 33,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Stretch You Out (feat. A Boogie wit da Hoodie),0,0,1,1,34,34,1,1,92,92,1,1,spotify:track:4Qxn47gWPSucovKrMyRf1z,spotify:track:4Qxn47gWPSucovKrMyRf1z,1,1,"Summer Walker, A Boogie Wit da Hoodie","Summer Walker, A Boogie Wit da Hoodie",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,92,92,1,1,-1,-1,1,1,1,1,1,1,15071,15071,1,1,2019-10-10,2019-10-10,1,1,41,41,1,1,2019,2019,1,1,2019-10-10,2019-10-10,1,1,1570665600.0,1570665600.0,1,1,2019-10-01,2019-10-01,1,1,2,2,1,1,0,0,1,1,"Summer Walker, A Boogie Wit da Hoodie; Stretch You Out (feat. A Boogie wit da Hoodie)","Summer Walker, A Boogie Wit da Hoodie; Stretch You Out (feat. A Boogie wit da Hoodie)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Switch A Nigga Out,0,0,1,1,156,156,1,1,70,70,1,1,spotify:track:5Mv7yjian35AddlklJgg1v,spotify:track:5Mv7yjian35AddlklJgg1v,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,70,70,1,1,-1,-1,1,1,1,1,1,1,41908,41908,1,1,2021-11-11,2021-11-11,1,1,45,45,1,1,2021,2021,1,1,2021-11-11,2021-11-11,1,1,1636588800.0,1636588800.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Switch A Nigga Out,Summer Walker; Switch A Nigga Out,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Throw It Away,0,0,1,1,149,149,1,1,39,39,1,1,spotify:track:21DN44aYlSoyfOQcboC0IP,spotify:track:21DN44aYlSoyfOQcboC0IP,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,39,39,1,1,-1,-1,1,1,1,1,1,1,54517,54517,1,1,2021-11-11,2021-11-11,1,1,45,45,1,1,2021,2021,1,1,2021-11-11,2021-11-11,1,1,1636588800.0,1636588800.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Throw It Away,Summer Walker; Throw It Away,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,"To Summer, From Cole - Audio Hug",0,24,25,25,324,474,25,25,12,186,25,22,spotify:track:2f86Ae3R4OKAu1lEIqouih,spotify:track:2f86Ae3R4OKAu1lEIqouih,25,1,"Summer Walker, J. Cole","Summer Walker, J. Cole",25,1,LVRN/Interscope Records,LVRN/Interscope Records,25,1,12,16,25,2,-1,166,25,20,1,25,25,25,56954,171065,25,25,2023-05-25,2024-04-11,25,25,15,45,25,25,2023,2024,25,2,2023-05-25,2024-04-11,25,25,1684972800.0,1712793600.0,25,25,2023-05-01,2024-04-01,25,8,1,1,25,1,0,0,25,1,"Summer Walker, J. Cole; To Summer, From Cole - Audio Hug","Summer Walker, J. Cole; To Summer, From Cole - Audio Hug",25,1,-10,40,25,20,0,100,25,4,False,False,25,1,False,False,25,1
Summer Walker,Tonight,0,0,1,1,44,44,1,1,191,191,1,1,spotify:track:1qC6px1TOZgQFoTSOFUaBr,spotify:track:1qC6px1TOZgQFoTSOFUaBr,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,191,191,1,1,-1,-1,1,1,1,1,1,1,9557,9557,1,1,2019-10-10,2019-10-10,1,1,41,41,1,1,2019,2019,1,1,2019-10-10,2019-10-10,1,1,1570665600.0,1570665600.0,1,1,2019-10-01,2019-10-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; Tonight,Summer Walker; Tonight,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Toxic (with Lil Durk),0,0,1,1,154,154,1,1,62,62,1,1,spotify:track:4blMQHONplzay3YkNIUlcn,spotify:track:4blMQHONplzay3YkNIUlcn,1,1,"Summer Walker, Lil Durk","Summer Walker, Lil Durk",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,62,62,1,1,-1,-1,1,1,1,1,1,1,42783,42783,1,1,2021-11-11,2021-11-11,1,1,45,45,1,1,2021,2021,1,1,2021-11-11,2021-11-11,1,1,1636588800.0,1636588800.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,"Summer Walker, Lil Durk; Toxic (with Lil Durk)","Summer Walker, Lil Durk; Toxic (with Lil Durk)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,Unloyal (with Ari Lennox),0,1,2,2,150,168,2,2,41,193,2,2,spotify:track:081Shn2hU3YxvQmGaCPegr,spotify:track:081Shn2hU3YxvQmGaCPegr,2,1,"Summer Walker, Ari Lennox","Summer Walker, Ari Lennox",2,1,LVRN/Interscope Records,LVRN/Interscope Records,2,1,41,41,2,1,-1,41,2,2,1,2,2,2,23806,54187,2,2,2021-11-11,2021-11-18,2,2,45,46,2,2,2021,2021,2,1,2021-11-11,2021-11-18,2,2,1636588800.0,1637193600.0,2,2,2021-11-01,2021-11-01,2,1,1,1,2,1,0,0,2,1,"Summer Walker, Ari Lennox; Unloyal (with Ari Lennox)","Summer Walker, Ari Lennox; Unloyal (with Ari Lennox)",2,1,0,152,2,2,0,100,2,2,False,False,2,1,False,False,2,1
Summer Walker,White Tee (with NO1-NOAH),0,0,1,1,101,101,1,1,104,104,1,1,spotify:track:5m0eMnsWwzgGsUxe1mhFYR,spotify:track:5m0eMnsWwzgGsUxe1mhFYR,1,1,"Summer Walker, NO1-NOAH","Summer Walker, NO1-NOAH",1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,104,104,1,1,-1,-1,1,1,1,1,1,1,18252,18252,1,1,2020-07-16,2020-07-16,1,1,29,29,1,1,2020,2020,1,1,2020-07-16,2020-07-16,1,1,1594857600.0,1594857600.0,1,1,2020-07-01,2020-07-01,1,1,1,1,1,1,0,0,1,1,"Summer Walker, NO1-NOAH; White Tee (with NO1-NOAH)","Summer Walker, NO1-NOAH; White Tee (with NO1-NOAH)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Summer Walker,You Dont Know Me,0,0,1,1,151,151,1,1,51,51,1,1,spotify:track:7gpIj4wMeTKptFxetrNKzY,spotify:track:7gpIj4wMeTKptFxetrNKzY,1,1,Summer Walker,Summer Walker,1,1,LVRN/Interscope Records,LVRN/Interscope Records,1,1,51,51,1,1,-1,-1,1,1,1,1,1,1,48962,48962,1,1,2021-11-11,2021-11-11,1,1,45,45,1,1,2021,2021,1,1,2021-11-11,2021-11-11,1,1,1636588800.0,1636588800.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,Summer Walker; You Dont Know Me,Summer Walker; You Dont Know Me,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
