rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start Date,Start_Date
172,spotify:track:4ZxOuNHhpyOj4gv52MtQpT,BLACKPINK,As If It's Your Last,YG Entertainment,172,-1,1,2311,2021-02-04,2021-02-04
173,spotify:track:0EMD15EVNwDlgGH2CH6ZEL,NCT DREAM,Ridin',SM Entertainment,168,184,4,2306,2021-02-04,2021-02-04
174,spotify:track:2J0X46UkpfLlWbuCXFgDLr,"Steve Aoki, BTS",Waste It On Me (feat. BTS),"Ultra Records, LLC",129,170,4,2304,2021-02-04,2021-02-04
175,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker,Jonas Brothers Recording,175,182,3,2302,2021-02-04,2021-02-04
176,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,107,-1,2,2301,2021-02-04,2021-02-04
177,spotify:track:2xnNgKhyMl9MxBmRNGnBJP,keshi,right here,Island Records,18,98,4,2297,2021-02-04,2021-02-04
178,spotify:track:1YlulsUKDduOmC7WxvXYPW,Ruel,Painkiller,RCA Records Label,178,-1,1,2289,2021-02-04,2021-02-04
179,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,Columbia,179,189,2,2283,2021-02-04,2021-02-04
180,spotify:track:26vOBLHS116a4WNUVlvAUW,NCT DREAM,We Go Up,SM Entertainment,180,191,3,2276,2021-02-04,2021-02-04
181,spotify:track:0x25VdiFOIBl1epNer9L3w,"Agust D, MAX",Burn It (feat. MAX),BIGHIT MUSIC,47,141,4,2274,2021-02-04,2021-02-04
182,spotify:track:2HtcPHFdo7eu4Ilbvb0BVI,TWICE,Feel Special,Republic Records - TWICE,182,-1,1,2272,2021-02-04,2021-02-04
183,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,183,-1,1,2264,2021-02-04,2021-02-04
184,spotify:track:5joNJn9LUvYcamWwa2iYCL,OH MY GIRL,Nonstop,WM ENTERTAINMENT INC.,184,-1,1,2260,2021-02-04,2021-02-04
185,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Sia,Snowman,Monkey Puzzle/Atlantic,185,-1,1,2253,2021-02-04,2021-02-04
186,spotify:track:71vPAjlG1x606483GTJNhY,IZ*ONE,FIESTA,"Genie Music Corporation, Stone Music Entertainment",186,-1,1,2246,2021-02-04,2021-02-04
187,spotify:track:2I5qMlv43L5UbimvjzWhzz,BTS,Outro: Wings,BIGHIT MUSIC,83,149,4,2244,2021-02-04,2021-02-04
188,spotify:track:6mzkkz2p0Nyyp43Eedv4mS,HOMIES,Siren,G.M.S.P,188,-1,1,2228,2021-02-04,2021-02-04
189,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,Sorry,RBMG/Def Jam,142,142,3,2228,2021-02-04,2021-02-04
190,spotify:track:6wfj7DeUoTA9gXbpLz3XSM,"lIlBOI, Wonstein, Chillin Homie, Skyminhyuk",Freak (Prod. Slom),Genie Music Corporation,190,-1,1,2223,2021-02-04,2021-02-04
191,spotify:track:1ZPpGPko8oULTmi34rozMh,BTS,Trivia 轉 : Seesaw,BIGHIT MUSIC,149,163,3,2216,2021-02-04,2021-02-04
192,spotify:track:0uiv87qsv7kOjBO8jDbZeh,BTS,Run,BIGHIT MUSIC,141,171,3,2209,2021-02-04,2021-02-04
193,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,118,185,3,2208,2021-02-04,2021-02-04
194,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,CJ,Whoopty,CJ Music Group/T-Series,135,-1,2,2205,2021-02-04,2021-02-04
195,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,190,190,2,2204,2021-02-04,2021-02-04
196,spotify:track:46qcoYJhhjkQoSfMjKs6sO,BTS,Not Today,BIGHIT MUSIC,124,173,4,2196,2021-02-04,2021-02-04
197,spotify:track:6Mcw9SkDRCOF71bFO4cv0B,BTS,Butterfly,BIGHIT MUSIC,142,162,4,2194,2021-02-04,2021-02-04
198,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,Shawn Mendes,Treat You Better,Island Records,198,-1,1,2187,2021-02-04,2021-02-04
199,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,199,200,2,2185,2021-02-04,2021-02-04
200,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,Selena Gomez,Lose You To Love Me,Interscope Records,200,-1,1,2170,2021-02-04,2021-02-04
