rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start Date,Start_Date
170,spotify:track:39kzWAiVPpycdMpr745oPj,BLACKPINK,You Never Know,YG Entertainment/Interscope Records,170,192,4,2002,2021-02-08,2021-02-08
171,spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),MBK Entertainment/RCA Records,157,157,3,1995,2021-02-08,2021-02-08
172,spotify:track:4CoxD8tetisleUQDA7vn1B,JEON SOMI,What You Waiting For,THE BLACK LABEL/Interscope Records,157,171,4,1994,2021-02-08,2021-02-08
173,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker,Jonas Brothers Recording,150,176,7,1985,2021-02-08,2021-02-08
174,spotify:track:2AIWoHr9DF6y4KALCBKWQS,BTS,IDOL,BIGHIT MUSIC,87,167,8,1981,2021-02-08,2021-02-08
175,spotify:track:0ox4uVLjlsGh0XseBN2fZa,NCT 127,First Love,avex trax,44,165,8,1978,2021-02-08,2021-02-08
176,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,154,154,5,1975,2021-02-08,2021-02-08
177,spotify:track:5joNJn9LUvYcamWwa2iYCL,OH MY GIRL,Nonstop,WM ENTERTAINMENT INC.,149,149,5,1973,2021-02-08,2021-02-08
178,spotify:track:6veFyjNycn6EaNCKhkPXUY,BLACKPINK,Forever Young,"2018 YG Entertainment, distributed through Interscope Records",178,185,3,1940,2021-02-08,2021-02-08
179,spotify:track:7L8hkKW4hnemNfuOfEZcle,BTS,Epiphany,BIGHIT MUSIC,104,178,8,1939,2021-02-08,2021-02-08
180,spotify:track:77dcmf2tTedc3BuOPF13Ma,"Heize, GIRIBOY",We don't talk together (Prod. by SUGA),Genie Music Corporation,168,169,4,1930,2021-02-08,2021-02-08
181,spotify:track:38SKB7UfhL6Sd6Joxex5yK,BLACKPINK,Don't Know What To Do,"YG Entertainment, distributed through Interscope Records",181,195,2,1928,2021-02-08,2021-02-08
182,spotify:track:09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",The Middle,UMGRI Interscope,156,168,7,1928,2021-02-08,2021-02-08
183,spotify:track:5nq1uTNIR1cBR72T87viS0,BTS,Go Go,BIGHIT MUSIC,88,197,8,1918,2021-02-08,2021-02-08
184,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,Victor Victor Worldwide,162,200,4,1910,2021-02-08,2021-02-08
185,spotify:track:5dpQn0AXTRnJV0Ik1FcU47,AKMU,HAPPENING,YG Entertainment,150,150,3,1902,2021-02-08,2021-02-08
186,spotify:track:6wyr4ReB05D9sJB1Rsmcqo,"j-hope, Becky G",Chicken Noodle Soup (feat. Becky G),BIGHIT MUSIC,29,186,8,1885,2021-02-08,2021-02-08
187,spotify:track:0DEdF1WCE93oW0VICMDx5T,BTS,Respect,BIGHIT MUSIC,65,182,8,1882,2021-02-08,2021-02-08
188,spotify:track:0sGuE1QPupKA3D0LyZbTaN,"DPR IAN, DPR LIVE, CL",No Blueberries,DREAM PERFECT REGIME (DPR),170,170,3,1878,2021-02-08,2021-02-08
189,spotify:track:4y4spB9m0Q6026KfkAvy9Q,"Justin Bieber, benny blanco",Lonely (with benny blanco),Friends Keep Secrets/Def Jam Recordings/Interscope Records,166,-1,2,1877,2021-02-08,2021-02-08
190,spotify:track:200110T27gmATYagfNYzkF,BTS,UGH!,BIGHIT MUSIC,77,-1,7,1871,2021-02-08,2021-02-08
191,spotify:track:4xTBGxSMgxcpJjMNnIKTl5,BTS,Stigma,BIGHIT MUSIC,145,187,8,1870,2021-02-08,2021-02-08
192,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Sia,Snowman,Monkey Puzzle/Atlantic,184,184,5,1866,2021-02-08,2021-02-08
193,spotify:track:4T2cOfemKB0owJS2JOu7dF,"Cosmic Boy, Meego, youra","Can I Love ? (feat. youra, Meego)",STONESHIP / ADA,193,-1,1,1866,2021-02-08,2021-02-08
194,spotify:track:2HtcPHFdo7eu4Ilbvb0BVI,TWICE,Feel Special,Republic Records - TWICE,180,199,5,1852,2021-02-08,2021-02-08
195,spotify:track:5cF0dROlMOK5uNZtivgu50,Charlie Puth,Attention,Artist Partner,174,174,3,1847,2021-02-08,2021-02-08
196,spotify:track:2wVDWtLKXunswWecARNILj,JENNIE,SOLO,"YG Entertainment, distributed through Interscope Records",196,-1,1,1836,2021-02-08,2021-02-08
197,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,181,181,3,1834,2021-02-08,2021-02-08
198,spotify:track:2xnNgKhyMl9MxBmRNGnBJP,keshi,right here,Island Records,18,190,8,1834,2021-02-08,2021-02-08
199,spotify:track:6kKC35sKUh2FUx4M0qAL44,BAEKHYUN,Candy,SM Entertainment,91,-1,4,1833,2021-02-08,2021-02-08
200,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,"The Weeknd, Daft Punk",I Feel It Coming,Universal Republic Records,200,-1,1,1831,2021-02-08,2021-02-08
